signguCode,signguNm,date,표시점수,KTCI_원점수,날씨등급,코멘트,등급_기온,등급_습도,등급_바람,등급_강수,등급_대기질,AT_day,AT_night,HM_mean,WS_max,RN_day,RN_hr1,PM25,PM10,O3,NO2,SO2,CO
11200,성동구,2024-09-05,73.1,73.1,좋음,"실외 활동에 좋은 날씨예요 · 비 소식, 우산 챙기세요",주의,해로움,적합,적합,주의,29.404,24.461,79.1,7.943,9.461,0.168,13.306,24.657,0.065,0.018,0.003,0.384
11200,성동구,2024-09-06,86.4,86.4,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,25.368,22.386,79.3,6.389,2.9,0.011,7.886,16.603,0.03,0.016,0.002,0.38
11200,성동구,2024-09-07,79.2,79.2,좋음,실외 활동에 좋은 날씨예요,주의,해로움,적합,적합,주의,31.852,22.254,68.9,5.082,0.0,0.0,14.025,23.643,0.084,0.016,0.002,0.409
11200,성동구,2024-09-08,78.0,78.0,좋음,실외 활동에 좋은 날씨예요,주의,해로움,적합,적합,주의,32.585,22.314,69.6,4.939,0.0,0.0,22.088,30.226,0.086,0.015,0.002,0.468
11200,성동구,2024-09-09,76.9,76.9,좋음,실외 활동에 좋은 날씨예요 · 더위 주의,해로움,해로움,적합,적합,주의,33.815,23.618,69.0,5.021,0.0,0.0,19.895,29.18,0.073,0.02,0.003,0.468
11200,성동구,2024-09-10,74.7,74.7,좋음,실외 활동에 좋은 날씨예요 · 더위 주의,해로움,위험,적합,적합,주의,34.587,25.007,67.3,5.5,0.0,0.0,21.02,30.586,0.08,0.022,0.003,0.456
11200,성동구,2024-09-11,55.0,73.1,주의,"⚠️ 폭염, 온열질환 주의 — 실외 활동에 주의하세요",해로움,위험,적합,적합,주의,36.033,24.818,71.5,6.2,0.461,0.014,22.554,32.082,0.07,0.024,0.003,0.447
11200,성동구,2024-09-12,64.9,64.9,무난,"실외 활동하기 무난해요 — 비 많음, 우산 필수",주의,해로움,적합,주의,주의,26.968,24.379,91.5,4.321,45.007,0.279,5.889,10.427,0.051,0.017,0.002,0.378
11200,성동구,2024-09-13,75.6,75.6,좋음,"실외 활동에 좋은 날씨예요 · 비 소식, 우산 챙기세요",주의,해로움,적합,주의,적합,28.878,24.121,91.4,6.671,11.861,0.093,7.636,15.342,0.014,0.016,0.003,0.351
11200,성동구,2024-09-14,79.8,79.8,좋음,실외 활동에 좋은 날씨예요,주의,해로움,적합,적합,주의,32.851,24.95,80.3,5.086,0.125,0.0,6.397,12.591,0.036,0.013,0.002,0.322
11200,성동구,2024-09-15,78.7,78.7,좋음,실외 활동에 좋은 날씨예요,주의,해로움,적합,적합,주의,32.598,23.979,73.6,7.871,0.0,0.0,6.273,13.033,0.031,0.008,0.002,0.31
11200,성동구,2024-09-16,71.8,71.8,좋음,실외 활동에 좋은 날씨예요 · 더위 주의,해로움,해로움,적합,적합,주의,33.092,20.854,74.0,6.993,9.357,0.286,3.373,8.441,0.046,0.009,0.002,0.296
11200,성동구,2024-09-17,78.0,78.0,좋음,실외 활동에 좋은 날씨예요 · 더위 주의,해로움,위험,적합,적합,주의,34.257,25.425,77.0,5.225,0.0,0.0,6.548,13.044,0.041,0.011,0.002,0.332
11200,성동구,2024-09-18,75.9,75.9,좋음,실외 활동에 좋은 날씨예요 · 더위 주의,해로움,위험,적합,적합,주의,34.312,25.868,76.8,5.546,1.061,0.025,10.356,16.921,0.043,0.011,0.002,0.332
11200,성동구,2024-09-19,77.3,77.3,좋음,실외 활동에 좋은 날씨예요 · 더위 주의,해로움,위험,적합,적합,주의,33.807,25.514,77.4,4.293,0.0,0.0,12.869,20.4,0.061,0.018,0.003,0.361
11200,성동구,2024-09-20,55.3,55.3,주의,"가벼운 실외 활동은 괜찮아요 — 비 많음, 우산 필수",주의,해로움,주의,해로움,주의,28.892,17.696,89.8,10.218,54.357,0.564,7.853,13.639,0.035,0.015,0.002,0.348
11200,성동구,2024-09-21,71.9,71.9,좋음,"실외 활동에 좋은 날씨예요 · 비 소식, 우산 챙기세요",적합,해로움,주의,주의,주의,22.274,16.963,82.3,10.304,21.232,0.371,2.128,5.464,0.036,0.008,0.002,0.261
11200,성동구,2024-09-22,89.1,89.1,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,적합,26.511,17.337,67.4,7.941,0.0,0.0,2.249,5.172,0.029,0.007,0.002,0.252
11200,성동구,2024-09-23,91.0,91.0,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,적합,적합,적합,주의,25.95,16.462,58.3,7.219,0.0,0.0,3.179,9.1,0.037,0.011,0.002,0.267
11200,성동구,2024-09-24,91.4,91.4,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,적합,적합,적합,주의,26.77,15.407,57.9,5.4,0.0,0.0,5.264,13.485,0.048,0.018,0.002,0.326
11200,성동구,2024-09-25,89.4,89.4,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,28.124,17.83,65.6,4.589,0.0,0.0,8.027,18.382,0.044,0.022,0.002,0.376
11200,성동구,2024-09-26,85.3,85.3,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,28.529,20.6,75.1,5.278,0.804,0.041,10.687,19.266,0.056,0.02,0.002,0.386
11200,성동구,2024-09-27,85.5,85.5,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,28.605,18.889,72.8,6.922,0.0,0.0,9.081,17.093,0.045,0.015,0.002,0.355
11200,성동구,2024-09-28,87.4,87.4,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,28.168,19.415,59.3,7.033,0.0,0.0,5.629,12.98,0.043,0.011,0.002,0.301
11200,성동구,2024-09-29,86.8,86.8,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,29.091,18.574,61.5,6.241,0.0,0.0,4.059,9.146,0.043,0.009,0.002,0.289
11200,성동구,2024-09-30,87.5,87.5,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,28.579,18.041,63.0,5.678,0.0,0.0,6.717,15.154,0.054,0.019,0.002,0.348
11200,성동구,2024-10-01,86.1,86.1,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,주의,적합,주의,21.733,13.333,67.5,8.833,2.37,0.078,6.783,15.672,0.04,0.014,0.002,0.323
11200,성동구,2024-10-02,91.2,91.2,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,적합,적합,적합,주의,20.137,11.345,48.8,7.122,0.0,0.0,6.538,16.236,0.038,0.013,0.002,0.3
11200,성동구,2024-10-03,91.7,91.7,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,적합,적합,적합,주의,22.193,10.508,59.0,6.614,0.0,0.0,6.866,15.627,0.039,0.016,0.002,0.318
11200,성동구,2024-10-04,93.2,93.2,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,적합,적합,적합,주의,23.841,11.788,60.0,4.886,0.0,0.0,7.77,16.745,0.042,0.02,0.002,0.354
11200,성동구,2024-10-05,92.9,92.9,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,24.081,11.676,60.4,4.414,0.0,0.0,12.486,23.475,0.053,0.023,0.003,0.403
11200,성동구,2024-10-06,91.9,91.9,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,적합,17.952,12.311,73.5,4.232,0.0,0.0,13.171,22.21,0.026,0.022,0.002,0.448
11200,성동구,2024-10-07,90.0,90.0,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,21.019,13.826,73.9,4.471,0.0,0.0,22.869,38.558,0.045,0.024,0.003,0.526
11200,성동구,2024-10-08,89.1,89.1,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,23.57,12.644,73.9,5.45,0.0,0.0,22.456,36.964,0.037,0.02,0.003,0.501
11200,성동구,2024-10-09,91.5,91.5,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,23.978,13.544,64.1,5.764,0.0,0.0,6.739,13.809,0.044,0.015,0.002,0.347
11200,성동구,2024-10-10,91.7,91.7,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,23.77,15.13,66.3,5.032,0.054,0.0,10.629,20.162,0.043,0.02,0.003,0.38
11200,성동구,2024-10-11,89.7,89.7,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,24.339,13.732,68.8,5.014,0.0,0.0,22.044,35.095,0.064,0.025,0.003,0.476
11200,성동구,2024-10-12,92.2,92.2,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,24.764,12.961,60.6,4.471,0.0,0.0,24.066,38.176,0.056,0.028,0.003,0.518
11200,성동구,2024-10-13,91.9,91.9,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,22.654,12.502,67.0,4.661,0.0,0.0,17.485,27.202,0.042,0.019,0.003,0.458
11200,성동구,2024-10-14,92.3,92.3,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,적합,21.468,17.007,70.3,4.546,0.0,0.0,10.605,20.583,0.025,0.023,0.003,0.403
11200,성동구,2024-10-15,89.2,89.2,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,해로움,적합,적합,적합,21.993,16.789,85.0,4.439,0.518,0.014,13.055,20.933,0.021,0.023,0.003,0.442
11200,성동구,2024-10-16,89.2,89.2,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,24.068,14.271,76.9,4.493,0.0,0.0,23.201,36.614,0.042,0.027,0.003,0.536
11200,성동구,2024-10-17,90.5,90.5,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,25.786,13.654,70.4,4.582,0.0,0.0,21.608,36.918,0.041,0.029,0.003,0.524
11200,성동구,2024-10-18,67.2,67.2,무난,"실외 활동하기 무난해요 — 비 많음, 우산 필수",적합,해로움,적합,주의,적합,19.114,15.707,86.1,7.161,40.521,0.746,11.931,21.23,0.02,0.022,0.003,0.435
11200,성동구,2024-10-19,85.6,85.6,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,주의,적합,주의,21.079,12.679,75.0,9.675,0.571,0.032,3.889,8.165,0.035,0.01,0.002,0.317
11200,성동구,2024-10-20,89.1,89.1,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,적합,주의,적합,주의,17.789,10.183,56.0,9.671,0.0,0.0,4.082,12.193,0.035,0.007,0.002,0.242
11200,성동구,2024-10-21,91.7,91.7,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,적합,19.264,9.157,66.4,5.896,0.0,0.0,5.745,16.494,0.028,0.02,0.002,0.34
11200,성동구,2024-10-22,74.8,74.8,좋음,"실외 활동에 좋은 날씨예요 · 비 소식, 우산 챙기세요",적합,해로움,적합,주의,적합,16.561,14.346,90.8,7.579,18.129,0.129,6.006,11.923,0.012,0.023,0.002,0.446
11200,성동구,2024-10-23,82.9,82.9,좋음,실외 활동에 좋은 날씨예요,주의,주의,주의,적합,주의,16.207,8.846,75.3,10.718,1.904,0.071,6.789,15.398,0.036,0.012,0.002,0.355
11200,성동구,2024-10-24,87.8,87.8,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,18.514,6.69,71.4,6.718,0.0,0.0,16.043,27.873,0.04,0.023,0.003,0.475
11200,성동구,2024-10-25,92.6,92.6,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,21.921,8.901,64.1,4.693,0.0,0.0,14.849,27.187,0.026,0.03,0.003,0.544
11200,성동구,2024-10-26,91.3,91.3,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,23.621,10.71,68.3,5.389,0.0,0.0,12.245,23.027,0.034,0.026,0.003,0.501
11200,성동구,2024-10-27,89.4,89.4,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,19.211,13.571,79.4,4.793,0.0,0.0,16.51,27.839,0.039,0.019,0.003,0.451
11200,성동구,2024-10-28,87.6,87.6,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,20.614,11.821,75.9,6.739,0.0,0.0,21.424,32.856,0.029,0.018,0.003,0.502
11200,성동구,2024-10-29,92.1,92.1,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,18.864,12.689,64.6,5.675,0.036,0.0,7.331,15.932,0.031,0.022,0.002,0.393
11200,성동구,2024-10-30,90.2,90.2,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,21.371,10.908,71.3,5.221,0.0,0.0,16.112,28.99,0.044,0.025,0.003,0.503
11200,성동구,2024-10-31,91.6,91.6,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,22.471,10.646,67.8,4.2,0.0,0.0,21.094,35.487,0.036,0.034,0.003,0.561
11200,성동구,2024-11-01,90.8,90.8,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,18.807,12.482,70.8,3.964,0.0,0.0,23.932,39.809,0.021,0.039,0.003,0.62
11200,성동구,2024-11-02,91.7,91.7,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,적합,적합,적합,주의,24.714,12.375,58.9,6.032,0.0,0.0,20.029,33.024,0.043,0.022,0.003,0.474
11200,성동구,2024-11-03,88.3,88.3,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,23.354,12.117,71.1,7.061,0.0,0.0,14.957,26.017,0.048,0.015,0.003,0.398
11200,성동구,2024-11-04,88.0,88.0,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,주의,적합,주의,19.114,8.787,62.0,9.204,0.182,0.0,13.052,26.711,0.043,0.014,0.003,0.345
11200,성동구,2024-11-05,88.6,88.6,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,적합,주의,적합,주의,15.129,5.149,49.8,8.025,0.0,0.0,10.022,26.738,0.031,0.015,0.003,0.333
11200,성동구,2024-11-06,88.6,88.6,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,적합,적합,적합,주의,12.654,3.04,46.1,6.85,0.0,0.0,12.618,27.773,0.032,0.018,0.003,0.383
11200,성동구,2024-11-07,89.3,89.3,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,적합,적합,적합,주의,14.939,1.603,48.1,4.054,0.0,0.0,22.949,42.915,0.027,0.033,0.003,0.539
11200,성동구,2024-11-08,90.1,90.1,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,적합,적합,적합,주의,17.632,2.999,50.8,3.914,0.0,0.0,22.045,37.526,0.032,0.039,0.003,0.585
11200,성동구,2024-11-09,92.3,92.3,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,적합,적합,적합,주의,20.057,6.416,55.8,3.8,0.0,0.0,19.872,33.615,0.034,0.038,0.003,0.607
11200,성동구,2024-11-10,93.0,93.0,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,20.579,9.922,64.0,4.361,0.0,0.0,15.721,26.197,0.038,0.028,0.003,0.521
11200,성동구,2024-11-11,90.3,90.3,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,21.104,9.062,64.5,4.157,0.0,0.0,30.791,52.91,0.037,0.036,0.003,0.661
11200,성동구,2024-11-12,89.8,89.8,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,19.15,10.237,66.8,5.668,0.0,0.0,24.086,39.558,0.039,0.026,0.003,0.514
11200,성동구,2024-11-13,90.3,90.3,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,20.5,7.999,62.9,5.718,0.0,0.0,22.091,40.912,0.036,0.035,0.003,0.606
11200,성동구,2024-11-14,92.2,92.2,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,16.896,12.693,68.4,4.1,0.004,0.0,17.566,34.716,0.019,0.033,0.003,0.527
11200,성동구,2024-11-15,91.7,91.7,아주좋음,실외 활동하기 아주 좋은 날씨예요,적합,주의,적합,적합,주의,21.218,13.275,65.1,5.721,0.018,0.0,16.408,28.842,0.029,0.028,0.003,0.492
11200,성동구,2024-11-16,84.1,84.1,좋음,실외 활동에 좋은 날씨예요,적합,주의,적합,적합,주의,22.686,14.082,72.5,7.964,4.875,0.0,13.81,23.68,0.036,0.02,0.003,0.445
11200,성동구,2024-11-17,85.1,85.1,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,적합,주의,적합,주의,14.514,0.555,47.6,9.475,0.0,0.0,9.109,19.904,0.032,0.008,0.003,0.328
11200,성동구,2024-11-18,82.7,82.7,좋음,실외 활동에 좋은 날씨예요,해로움,주의,주의,적합,주의,7.589,-1.977,30.9,8.689,0.0,0.0,7.319,17.957,0.031,0.014,0.003,0.318
11200,성동구,2024-11-19,89.2,89.2,아주좋음,실외 활동하기 아주 좋은 날씨예요,해로움,적합,적합,적합,주의,10.921,-0.385,49.5,4.696,0.0,0.0,12.612,26.394,0.02,0.031,0.003,0.438
11200,성동구,2024-11-20,88.2,88.2,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,주의,적합,적합,주의,9.989,2.038,65.8,3.714,0.054,0.0,24.151,40.792,0.008,0.04,0.003,0.624
11200,성동구,2024-11-21,82.5,82.5,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,주의,주의,적합,적합,해로움,14.096,5.237,71.9,7.429,0.518,0.0,36.18,55.985,0.028,0.032,0.003,0.653
11200,성동구,2024-11-22,87.0,87.0,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,적합,적합,적합,주의,10.761,1.679,48.0,7.075,0.0,0.0,19.539,35.029,0.032,0.019,0.003,0.432
11200,성동구,2024-11-23,89.0,89.0,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,적합,적합,적합,적합,12.311,0.68,47.1,5.432,0.0,0.0,14.165,24.659,0.029,0.026,0.003,0.467
11200,성동구,2024-11-24,91.1,91.1,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,적합,적합,적합,적합,13.375,2.033,58.4,4.164,0.0,0.0,11.033,18.597,0.027,0.026,0.003,0.474
11200,성동구,2024-11-25,86.6,86.6,아주좋음,실외 활동하기 아주 좋은 날씨예요,주의,적합,주의,적합,적합,15.529,1.798,57.6,8.593,0.0,0.0,12.781,23.318,0.027,0.027,0.003,0.46
11200,성동구,2024-11-26,62.4,62.4,무난,"실외 활동하기 무난해요 — 비 소식, 우산 챙기세요",해로움,해로움,주의,주의,주의,12.893,-1.534,86.4,12.504,25.036,0.0,5.088,10.836,0.031,0.014,0.002,0.332
11200,성동구,2024-11-27,68.9,68.9,무난,"실외 활동하기 무난해요 — 비 소식, 우산 챙기세요",해로움,해로움,주의,주의,적합,2.068,-2.643,90.6,8.635,15.746,0.0,6.466,10.873,0.028,0.018,0.002,0.357
11200,성동구,2024-11-28,77.7,77.7,좋음,실외 활동에 좋은 날씨예요,해로움,해로움,적합,적합,적합,3.996,-2.666,82.0,7.688,4.657,0.0,12.251,18.734,0.026,0.019,0.002,0.421
11200,성동구,2024-11-29,83.3,83.3,좋음,실외 활동에 좋은 날씨예요,해로움,주의,적합,적합,주의,4.144,-4.125,76.3,5.441,0.0,0.0,17.977,31.375,0.022,0.028,0.003,0.52
11200,성동구,2024-11-30,83.0,83.0,좋음,실외 활동에 좋은 날씨예요,해로움,해로움,적합,적합,주의,6.114,-1.396,81.6,5.325,0.232,0.0,15.917,25.975,0.016,0.033,0.003,0.624
11200,성동구,2024-12-01,76.2,76.2,좋음,실외 활동에 좋은 날씨예요,주의,해로움,적합,적합,주의,9.025,0.553,89.3,4.568,0.304,0.0,22.882,32.982,0.015,0.028,0.003,0.646
11200,성동구,2024-12-02,75.8,75.8,좋음,실외 활동에 좋은 날씨예요,해로움,주의,주의,적합,주의,13.482,-0.536,79.9,8.146,0.0,0.0,26.858,44.164,0.03,0.029,0.003,0.65
11200,성동구,2024-12-03,83.9,83.9,좋음,실외 활동에 좋은 날씨예요,해로움,적합,적합,적합,적합,4.896,-3.98,48.6,7.581,0.0,0.0,7.434,19.04,0.029,0.018,0.003,0.358
11200,성동구,2024-12-04,85.3,85.3,아주좋음,실외 활동하기 아주 좋은 날씨예요,해로움,적합,적합,적합,적합,6.415,-2.401,52.1,6.693,0.0,0.0,11.162,24.267,0.026,0.024,0.003,0.414
11200,성동구,2024-12-05,82.1,82.1,좋음,실외 활동에 좋은 날씨예요,해로움,주의,주의,적합,적합,8.586,-1.973,62.8,8.914,1.261,0.0,10.962,23.18,0.028,0.026,0.003,0.451
11200,성동구,2024-12-06,82.1,82.1,좋음,실외 활동에 좋은 날씨예요,해로움,적합,주의,적합,주의,5.221,-3.567,49.3,10.025,0.0,0.0,9.145,26.515,0.03,0.016,0.003,0.359
11200,성동구,2024-12-07,82.8,82.8,좋음,실외 활동에 좋은 날씨예요,해로움,적합,주의,적합,적합,4.136,-5.418,56.9,8.196,0.0,0.0,11.721,23.555,0.03,0.017,0.003,0.405
11200,성동구,2024-12-08,82.8,82.8,좋음,"실외 활동에 좋은 날씨예요 · 쌀쌀해요, 옷 챙기세요",해로움,적합,적합,적합,주의,3.704,-6.344,46.5,7.611,0.0,0.0,12.048,23.214,0.031,0.014,0.003,0.376
11200,성동구,2024-12-09,84.7,84.7,좋음,실외 활동에 좋은 날씨예요,해로움,적합,적합,적합,주의,6.461,-4.729,56.1,4.954,0.0,0.0,17.398,34.435,0.022,0.034,0.003,0.584
11200,성동구,2024-12-10,82.0,82.0,좋음,실외 활동에 좋은 날씨예요,해로움,적합,적합,적합,주의,6.868,-3.529,58.9,7.275,0.0,0.0,26.536,42.672,0.024,0.035,0.003,0.691
11200,성동구,2024-12-11,83.0,83.0,좋음,실외 활동에 좋은 날씨예요 · 미세먼지 주의,해로움,적합,적합,적합,해로움,7.254,-1.444,50.3,4.564,0.0,0.0,37.826,61.624,0.021,0.032,0.004,0.754
